GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0007059	chromosome segregation	3.04e-03	3.04e-03	1	BRCA1,ATRX,STAG2,PPP2R1A,SMC3,USP9X,APC,ATM
GO:0010942	positive regulation of cell death	4.04e-05	4.04e-05	1	PPP2R1A,DNMT3A,APC,TP53,CDKN2A,NOTCH1,ATM,PTEN,ERBB4,LRRK2,NF1,MTOR
GO:1901216	positive regulation of neuron death	3.29e-02	3.29e-02	1	TP53,ATM,NF1,MTOR
GO:0043068	positive regulation of programmed cell death	2.21e-03	2.21e-03	1	PPP2R1A,APC,TP53,CDKN2A,NOTCH1,ATM,PTEN,ERBB4,LRRK2,NF1
GO:0043065	positive regulation of apoptotic process	1.70e-02	1.70e-02	1	PPP2R1A,APC,TP53,CDKN2A,NOTCH1,ATM,PTEN,ERBB4,NF1
GO:0071496	cellular response to external stimulus	5.72e-03	5.72e-03	1	MAP3K1,NFE2L2,TP53,EGFR,ARHGAP35,LRRK2,MTOR
GO:0030521	androgen receptor signaling pathway	2.90e-02	2.90e-02	1	BRCA1,EP300,ARID1A,TAF1
GO:0007568	aging	3.10e-06	3.10e-06	1	NFE2L2,DNMT3A,BRCA2,TP53,CDKN2A,ATM,PTEN,ATR,LRRK2,MTOR
GO:0007569	cell aging	4.87e-06	4.87e-06	1	BRCA2,TP53,CDKN2A,ATM,PTEN,ATR,MTOR
GO:0090399	replicative senescence	2.66e-05	2.66e-05	1	TP53,CDKN2A,ATM,ATR
GO:0072593	reactive oxygen species metabolic process	3.64e-02	3.64e-02	1	BRCA1,NFE2L2,TP53,EGFR,LRRK2,MTOR
GO:0009887	animal organ morphogenesis	1.92e-04	1.92e-04	1	FGFR3,EP300,ARID1A,PDGFRA,EGFR,KDM6A,NOTCH1,TET2,ASXL1,PTEN,SETD2,LRRK2,NF1,MTOR
GO:0060322	head development	3.38e-06	3.38e-06	1	ATRX,ARID1A,BRCA2,EGFR,TAF1,NOTCH1,ATM,ARHGAP35,PTEN,ERBB4,SETD2,LRRK2,NF1,MTOR
GO:0007417	central nervous system development	6.99e-06	6.99e-06	1	ATRX,ARID1A,ACVR1B,BRCA2,EGFR,TAF1,NOTCH1,ATM,ARHGAP35,PTEN,ERBB4,SETD2,LRRK2,NF1,MTOR
GO:0007420	brain development	1.74e-06	1.74e-06	1	ATRX,ARID1A,BRCA2,EGFR,TAF1,NOTCH1,ATM,ARHGAP35,PTEN,ERBB4,SETD2,LRRK2,NF1,MTOR
GO:0030900	forebrain development	3.41e-05	3.41e-05	1	ATRX,ARID1A,EGFR,NOTCH1,ARHGAP35,PTEN,ERBB4,SETD2,LRRK2,NF1
GO:0030258	lipid modification	6.83e-03	6.83e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
GO:0046834	lipid phosphorylation	9.49e-03	9.49e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4
GO:0006650	glycerophospholipid metabolic process	1.99e-02	1.99e-02	1	FGFR3,PIK3CA,PDGFRA,EGFR,ATM,PTEN,ERBB4
GO:0046488	phosphatidylinositol metabolic process	9.68e-04	9.68e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ATM,PTEN,ERBB4
GO:0046854	phosphatidylinositol phosphorylation	5.16e-03	5.16e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4
GO:0060548	negative regulation of cell death	2.76e-03	2.76e-03	1	BRCA1,MECOM,NFE2L2,PIK3CA,VHL,TP53,EGFR,NOTCH1,PTEN,ERBB4,LRRK2,MTOR
GO:0043069	negative regulation of programmed cell death	1.18e-03	1.18e-03	1	BRCA1,MECOM,NFE2L2,PIK3CA,VHL,TP53,EGFR,NOTCH1,PTEN,ERBB4,LRRK2,MTOR
GO:0043066	negative regulation of apoptotic process	7.30e-03	7.30e-03	1	BRCA1,NFE2L2,PIK3CA,VHL,TP53,EGFR,NOTCH1,PTEN,ERBB4,LRRK2,MTOR
GO:0008285	negative regulation of cell proliferation	7.55e-05	7.55e-05	1	VHL,APC,BRCA2,TP53,CDKN2A,NOTCH1,ATM,BAP1,PBRM1,PTEN,ERBB4,NF1
REAC:74752	Signaling by Insulin receptor	1.00e-02	1.00e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:74751	Insulin receptor signalling cascade	5.75e-03	5.75e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	5.89e-03	5.89e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:2428924	IGF1R signaling cascade	5.75e-03	5.75e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:2428928	IRS-related events triggered by IGF1R	5.75e-03	5.75e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:112399	IRS-mediated signalling	5.21e-03	5.21e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:1963642	PI3K events in ERBB2 signaling	7.96e-03	7.96e-03	1	PIK3CA,EGFR,ERBB4
REAC:73894	DNA Repair	8.58e-03	8.58e-03	1	BRCA1,POLQ,EP300,BRCA2,TP53,ATM,BAP1,ATR
REAC:5693532	DNA Double-Strand Break Repair	1.17e-03	1.17e-03	1	BRCA1,POLQ,BRCA2,TP53,ATM,BAP1,ATR
REAC:5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	3.59e-02	3.59e-02	1	BRCA1,BRCA2,ATM
REAC:2990846	SUMOylation	1.65e-02	1.65e-02	1	BRCA1,STAG2,SMC3,TP53,CDKN2A
REAC:3108232	SUMO E3 ligases SUMOylate target proteins	1.25e-02	1.25e-02	1	BRCA1,STAG2,SMC3,TP53,CDKN2A
REAC:4839726	Chromatin organization	3.71e-04	3.71e-04	1	MECOM,EP300,ARID1A,DNMT3A,KDM5C,KDM6A,PBRM1,NSD1,SETD2
REAC:3247509	Chromatin modifying enzymes	3.71e-04	3.71e-04	1	MECOM,EP300,ARID1A,DNMT3A,KDM5C,KDM6A,PBRM1,NSD1,SETD2
REAC:212436	Generic Transcription Pathway	1.57e-03	1.57e-03	1	BRCA1,EP300,PPP2R1A,USP9X,TP53,EGFR,TAF1,CDKN2A,NOTCH1,ATM,CDK12,PTEN,ATR,MTOR
REAC:3700989	Transcriptional Regulation by TP53	5.14e-05	5.14e-05	1	BRCA1,EP300,PPP2R1A,TP53,TAF1,CDKN2A,ATM,CDK12,PTEN,ATR,MTOR
REAC:6796648	TP53 Regulates Transcription of DNA Repair Genes	1.65e-03	1.65e-03	1	BRCA1,TP53,ATM,CDK12,ATR
REAC:5633007	Regulation of TP53 Activity	3.74e-06	3.74e-06	1	BRCA1,EP300,PPP2R1A,TP53,TAF1,CDKN2A,ATM,ATR,MTOR
REAC:6804756	Regulation of TP53 Activity through Phosphorylation	8.82e-03	8.82e-03	1	BRCA1,TP53,TAF1,ATM,ATR
REAC:6806003	Regulation of TP53 Expression and Degradation	7.64e-05	7.64e-05	1	PPP2R1A,TP53,CDKN2A,ATM,MTOR
REAC:6804757	Regulation of TP53 Degradation	6.60e-05	6.60e-05	1	PPP2R1A,TP53,CDKN2A,ATM,MTOR
REAC:6804760	Regulation of TP53 Activity through Methylation	1.37e-02	1.37e-02	1	EP300,TP53,ATM
REAC:451927	Interleukin-2 signaling	2.08e-02	2.08e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:512988	Interleukin-3, 5 and GM-CSF signaling	2.57e-02	2.57e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:912526	Interleukin receptor SHC signaling	1.75e-02	1.75e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:2454202	Fc epsilon receptor (FCERI) signaling	2.26e-04	2.26e-04	1	FGFR3,MAP3K1,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2730905	Role of LAT2/NTAL/LAB on calcium mobilization	1.44e-05	1.44e-05	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:1236394	Signaling by ERBB4	2.57e-04	2.57e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:1250342	PI3K events in ERBB4 signaling	5.68e-07	5.68e-07	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:2172127	DAP12 interactions	4.97e-04	4.97e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2424491	DAP12 signaling	3.69e-04	3.69e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:190236	Signaling by FGFR	6.32e-04	6.32e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654738	Signaling by FGFR2	5.48e-04	5.48e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654696	Downstream signaling of activated FGFR2	2.44e-04	2.44e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654695	PI-3K cascade:FGFR2	5.68e-07	5.68e-07	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:5654736	Signaling by FGFR1	3.01e-04	3.01e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654687	Downstream signaling of activated FGFR1	2.64e-04	2.64e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654689	PI-3K cascade:FGFR1	5.68e-07	5.68e-07	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:5654741	Signaling by FGFR3	2.71e-04	2.71e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654708	Downstream signaling of activated FGFR3	2.44e-04	2.44e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654710	PI-3K cascade:FGFR3	5.68e-07	5.68e-07	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:5654743	Signaling by FGFR4	2.64e-04	2.64e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654716	Downstream signaling of activated FGFR4	2.44e-04	2.44e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654720	PI-3K cascade:FGFR4	5.68e-07	5.68e-07	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:186797	Signaling by PDGF	6.03e-04	6.03e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:186763	Downstream signal transduction	3.33e-04	3.33e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:177929	Signaling by EGFR	4.51e-04	4.51e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:180292	GAB1 signalosome	6.95e-07	6.95e-07	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:166520	Signalling by NGF	4.77e-03	4.77e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:187037	NGF signalling via TRKA from the plasma membrane	7.61e-04	7.61e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:198203	PI3K/AKT activation	6.95e-07	6.95e-07	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:983705	Signaling by the B Cell Receptor (BCR)	2.48e-04	2.48e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:1168372	Downstream signaling events of B Cell Receptor (BCR)	2.67e-05	2.67e-05	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:1433557	Signaling by SCF-KIT	2.25e-04	2.25e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:1257604	PIP3 activates AKT signaling	5.68e-07	5.68e-07	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,TP53,EGFR,PTEN,ERBB4,MTOR
REAC:199418	Negative regulation of the PI3K/AKT network	2.96e-05	2.96e-05	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4
REAC:6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	4.00e-04	4.00e-04	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4
REAC:5685942	HDR through Homologous Recombination (HRR)	3.89e-02	3.89e-02	1	BRCA1,BRCA2,ATM,ATR
REAC:5693579	Homologous DNA Pairing and Strand Exchange	6.37e-03	6.37e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:5693616	Presynaptic phase of homologous DNA pairing and strand exchange	4.76e-03	4.76e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:1640170	Cell Cycle	3.98e-02	3.98e-02	1	BRCA1,EP300,STAG2,PPP2R1A,SMC3,BRCA2,TP53,CDKN2A,ATM,ATR
REAC:1500620	Meiosis	2.14e-03	2.14e-03	1	BRCA1,STAG2,SMC3,BRCA2,ATM,ATR
REAC:8848021	Signaling by PTK6	1.91e-03	1.91e-03	1	EGFR,ARHGAP35,ERBB4,LRRK2,NF1
REAC:1643685	Disease	5.66e-03	5.66e-03	1	FGFR3,EP300,PPP2R1A,PIK3CA,RPL5,PDGFRA,APC,EGFR,TAF1,NOTCH1,ERBB4,NF1,MTOR
REAC:5663202	Diseases of signal transduction	4.60e-05	4.60e-05	1	FGFR3,EP300,PPP2R1A,PIK3CA,PDGFRA,APC,EGFR,NOTCH1,ERBB4,NF1,MTOR
REAC:2219528	PI3K/AKT Signaling in Cancer	4.55e-04	4.55e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,MTOR
REAC:2219530	Constitutive Signaling by Aberrant PI3K in Cancer	1.78e-03	1.78e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4
REAC:194138	Signaling by VEGF	1.45e-02	1.45e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:4420097	VEGFA-VEGFR2 Pathway	1.22e-02	1.22e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
