GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0007417	central nervous system development	8.77e-06	8.77e-06	1	ATRX,EZH2,CDKN2C,SOX9,BRCA2,EGFR,TAF1,ATM,PTEN,PTPN11,SETD2,LRRK2,NF1,MTOR
GO:0007420	brain development	3.39e-05	3.39e-05	1	ATRX,EZH2,BRCA2,EGFR,TAF1,ATM,PTEN,PTPN11,SETD2,LRRK2,NF1,MTOR
GO:0030900	forebrain development	2.04e-02	2.04e-02	1	ATRX,EZH2,EGFR,PTEN,SETD2,LRRK2,NF1
GO:0042063	gliogenesis	7.28e-05	7.28e-05	1	EZH2,CDKN2C,SOX9,EGFR,PTEN,PTPN11,NF1,MTOR
GO:0010001	glial cell differentiation	1.82e-04	1.82e-04	1	CDKN2C,SOX9,EGFR,PTEN,PTPN11,NF1,MTOR
GO:0048709	oligodendrocyte differentiation	1.18e-03	1.18e-03	1	CDKN2C,SOX9,PTEN,NF1,MTOR
GO:0048708	astrocyte differentiation	1.53e-02	1.53e-02	1	SOX9,EGFR,PTPN11,NF1
GO:0008284	positive regulation of cell proliferation	1.75e-02	1.75e-02	1	FGFR3,FLT3,SOX9,PDGFRA,EGFR,TAF1,KIT,PTEN,NF1,MTOR
GO:0007059	chromosome segregation	1.28e-02	1.28e-02	1	BRCA1,SMC1A,ATRX,STAG2,SMC3,RB1,ATM
GO:0007167	enzyme linked receptor protein signaling pathway	1.48e-03	1.48e-03	1	EPHA3,FGFR3,EPHB6,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	2.79e-05	2.79e-05	1	EPHA3,FGFR3,EPHB6,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11
GO:0038127	ERBB signaling pathway	2.73e-02	2.73e-02	1	PIK3CA,SOX9,PIK3R1,EGFR,PTPN11
GO:0007173	epidermal growth factor receptor signaling pathway	1.30e-02	1.30e-02	1	PIK3CA,SOX9,PIK3R1,EGFR,PTPN11
GO:0098727	maintenance of cell number	1.61e-03	1.61e-03	1	SMC1A,EZH2,SMC3,SOX9,KIT,BRAF
GO:0019827	stem cell population maintenance	2.92e-02	2.92e-02	1	SMC1A,SMC3,SOX9,KIT,BRAF
GO:0035690	cellular response to drug	2.48e-02	2.48e-02	1	TP53,EGFR,BRAF,CHEK2
GO:0071496	cellular response to external stimulus	3.08e-02	3.08e-02	1	MAP3K1,SOX9,TP53,EGFR,LRRK2,MTOR
GO:0018212	peptidyl-tyrosine modification	1.82e-03	1.82e-03	1	EPHA3,FGFR3,FLT3,PDGFRA,TP53,EGFR,KIT,MTOR
GO:0051338	regulation of transferase activity	2.64e-12	2.64e-12	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,CDKN2C,PDGFRA,RB1,TP53,PIK3R1,EGFR,ATM,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1,MTOR
GO:0051347	positive regulation of transferase activity	1.08e-06	1.08e-06	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2
GO:0090407	organophosphate biosynthetic process	8.17e-03	8.17e-03	1	FGFR3,PIK3CG,PIK3CA,IDH1,PIK3R1,ATM,PTEN,PTPN11,NF1
GO:0008610	lipid biosynthetic process	1.72e-03	1.72e-03	1	BRCA1,FGFR3,PIK3CG,PIK3CA,IDH1,PIK3R1,ATM,PTEN,PTPN11,MTOR
GO:0030258	lipid modification	4.04e-07	4.04e-07	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
GO:0046486	glycerolipid metabolic process	2.17e-05	2.17e-05	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,ATM,KIT,PTEN,PTPN11
GO:0045017	glycerolipid biosynthetic process	1.35e-03	1.35e-03	1	FGFR3,PIK3CG,PIK3CA,PIK3R1,ATM,PTEN,PTPN11
GO:0019216	regulation of lipid metabolic process	7.18e-07	7.18e-07	1	BRCA1,FGFR3,PIK3CG,FLT3,PDGFRA,IDH1,RB1,PIK3R1,KIT,MTOR
GO:0045834	positive regulation of lipid metabolic process	1.16e-02	1.16e-02	1	FGFR3,FLT3,PDGFRA,KIT,MTOR
GO:0048017	inositol lipid-mediated signaling	6.31e-13	6.31e-13	1	FGFR3,PIK3CG,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,NF1,MTOR
GO:0048015	phosphatidylinositol-mediated signaling	5.19e-13	5.19e-13	1	FGFR3,PIK3CG,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,NF1,MTOR
GO:0014065	phosphatidylinositol 3-kinase signaling	1.54e-12	1.54e-12	1	FGFR3,PIK3CG,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,NF1
GO:0006644	phospholipid metabolic process	1.18e-07	1.18e-07	1	FGFR3,PIK3CG,PIK3CA,FLT3,PDGFRA,IDH1,PIK3R1,EGFR,ATM,KIT,PTEN,PTPN11
GO:0006650	glycerophospholipid metabolic process	1.99e-06	1.99e-06	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,ATM,KIT,PTEN,PTPN11
GO:0046488	phosphatidylinositol metabolic process	2.24e-08	2.24e-08	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,ATM,KIT,PTEN,PTPN11
GO:0008654	phospholipid biosynthetic process	1.03e-04	1.03e-04	1	FGFR3,PIK3CG,PIK3CA,IDH1,PIK3R1,ATM,PTEN,PTPN11
GO:0046474	glycerophospholipid biosynthetic process	5.99e-04	5.99e-04	1	FGFR3,PIK3CG,PIK3CA,PIK3R1,ATM,PTEN,PTPN11
GO:0006661	phosphatidylinositol biosynthetic process	1.85e-05	1.85e-05	1	FGFR3,PIK3CG,PIK3CA,PIK3R1,ATM,PTEN,PTPN11
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	1.66e-06	1.66e-06	1	FGFR3,PIK3CG,PIK3CA,PIK3R1,ATM,PTPN11
GO:1903725	regulation of phospholipid metabolic process	7.15e-06	7.15e-06	1	FGFR3,FLT3,PDGFRA,IDH1,PIK3R1,KIT
GO:1903727	positive regulation of phospholipid metabolic process	2.88e-03	2.88e-03	1	FGFR3,FLT3,PDGFRA,KIT
GO:0046834	lipid phosphorylation	9.89e-08	9.89e-08	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11
GO:0046854	phosphatidylinositol phosphorylation	3.61e-08	3.61e-08	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11
GO:0043549	regulation of kinase activity	2.66e-11	2.66e-11	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,CDKN2C,PDGFRA,RB1,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1,MTOR
GO:0043550	regulation of lipid kinase activity	2.14e-06	2.14e-06	1	FGFR3,FLT3,PDGFRA,RB1,PIK3R1,KIT
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	5.03e-05	5.03e-05	1	FGFR3,FLT3,PDGFRA,PIK3R1,KIT
GO:0045859	regulation of protein kinase activity	3.08e-08	3.08e-08	1	MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,CDKN2C,RB1,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1,MTOR
GO:0071900	regulation of protein serine/threonine kinase activity	4.48e-07	4.48e-07	1	MAP3K1,PIK3CG,EZH2,FLT3,CDKN2C,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1
GO:0018108	peptidyl-tyrosine phosphorylation	1.75e-03	1.75e-03	1	EPHA3,FGFR3,FLT3,PDGFRA,TP53,EGFR,KIT,MTOR
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	8.90e-10	8.90e-10	1	FGFR3,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11
GO:0042327	positive regulation of phosphorylation	5.09e-10	5.09e-10	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,SOX9,PDGFRA,TP53,EGFR,ATM,KIT,BRAF,PTEN,PTPN11,CHEK2,LRRK2,MTOR
GO:0033674	positive regulation of kinase activity	9.37e-07	9.37e-07	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,PDGFRA,EGFR,KIT,BRAF,PTPN11,LRRK2
GO:0090218	positive regulation of lipid kinase activity	1.18e-03	1.18e-03	1	FGFR3,FLT3,PDGFRA,KIT
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	7.93e-04	7.93e-04	1	FGFR3,FLT3,PDGFRA,KIT
GO:1902533	positive regulation of intracellular signal transduction	5.31e-09	5.31e-09	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,TP53,EGFR,ATM,KIT,BRAF,PTEN,ATR,PTPN11,LRRK2,MTOR
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	1.85e-02	1.85e-02	1	FLT3,SOX9,PDGFRA,KIT
GO:0023014	signal transduction by protein phosphorylation	8.01e-07	8.01e-07	1	FGFR3,MECOM,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1
GO:0000165	MAPK cascade	4.55e-07	4.55e-07	1	FGFR3,MECOM,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1
GO:0070371	ERK1 and ERK2 cascade	2.19e-03	2.19e-03	1	FGFR3,SOX9,PDGFRA,EGFR,BRAF,PTEN,PTPN11
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	1.09e-02	1.09e-02	1	FGFR3,FLT3,TP53,EGFR,KIT,MTOR
GO:0001934	positive regulation of protein phosphorylation	2.38e-10	2.38e-10	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,SOX9,PDGFRA,TP53,EGFR,ATM,KIT,BRAF,PTEN,PTPN11,CHEK2,LRRK2,MTOR
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	3.97e-02	3.97e-02	1	FGFR3,FLT3,TP53,KIT,MTOR
GO:0045860	positive regulation of protein kinase activity	8.65e-05	8.65e-05	1	MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,EGFR,KIT,BRAF,PTPN11,LRRK2
GO:0032147	activation of protein kinase activity	5.46e-03	5.46e-03	1	MAP3K1,PIK3CA,EGFR,KIT,BRAF,PTPN11,LRRK2
GO:0071902	positive regulation of protein serine/threonine kinase activity	5.34e-03	5.34e-03	1	PIK3CG,EZH2,FLT3,EGFR,KIT,PTPN11,LRRK2
GO:0043408	regulation of MAPK cascade	1.83e-07	1.83e-07	1	FGFR3,MECOM,MAP3K1,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1
GO:0070372	regulation of ERK1 and ERK2 cascade	2.19e-02	2.19e-02	1	FGFR3,PDGFRA,EGFR,BRAF,PTEN,PTPN11
GO:0043405	regulation of MAP kinase activity	3.14e-06	3.14e-06	1	MAP3K1,PIK3CG,EZH2,FLT3,EGFR,KIT,BRAF,PTPN11,LRRK2,NF1
GO:0043410	positive regulation of MAPK cascade	6.29e-07	6.29e-07	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2
GO:0070374	positive regulation of ERK1 and ERK2 cascade	3.18e-03	3.18e-03	1	FGFR3,PDGFRA,EGFR,BRAF,PTEN,PTPN11
GO:0043406	positive regulation of MAP kinase activity	6.39e-04	6.39e-04	1	PIK3CG,EZH2,FLT3,EGFR,KIT,PTPN11,LRRK2
GO:0000186	activation of MAPKK activity	7.55e-03	7.55e-03	1	MAP3K1,EGFR,BRAF,LRRK2
GO:0006305	DNA alkylation	1.74e-02	1.74e-02	1	BRCA1,ATRX,EZH2,PIK3CA
GO:0008213	protein alkylation	2.68e-03	2.68e-03	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0044728	DNA methylation or demethylation	4.21e-02	4.21e-02	1	BRCA1,ATRX,EZH2,PIK3CA
GO:0032259	methylation	1.55e-02	1.55e-02	1	BRCA1,ATRX,MECOM,EZH2,PIK3CA,KDM6A,SETD2
GO:0043414	macromolecule methylation	3.27e-03	3.27e-03	1	BRCA1,ATRX,MECOM,EZH2,PIK3CA,KDM6A,SETD2
GO:0006479	protein methylation	2.68e-03	2.68e-03	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0006306	DNA methylation	1.74e-02	1.74e-02	1	BRCA1,ATRX,EZH2,PIK3CA
GO:0006325	chromatin organization	1.03e-05	1.03e-05	1	BRCA1,ATRX,MECOM,EZH2,SOX9,FOXA1,BRCA2,RB1,TP53,KDM6A,TAF1,ATM,SETD2
GO:0016569	covalent chromatin modification	2.78e-06	2.78e-06	1	BRCA1,ATRX,MECOM,EZH2,FOXA1,BRCA2,RB1,TP53,KDM6A,TAF1,ATM,SETD2
GO:0016570	histone modification	5.13e-05	5.13e-05	1	BRCA1,ATRX,MECOM,EZH2,BRCA2,TP53,KDM6A,TAF1,ATM,SETD2
GO:0016571	histone methylation	7.07e-04	7.07e-04	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0018205	peptidyl-lysine modification	9.41e-08	9.41e-08	1	BRCA1,SMC1A,ATRX,MECOM,STAG2,EZH2,SMC3,BRCA2,TP53,KDM6A,TAF1,SETD2
GO:0016925	protein sumoylation	1.51e-02	1.51e-02	1	BRCA1,SMC1A,STAG2,SMC3,TP53
GO:0018022	peptidyl-lysine methylation	2.99e-04	2.99e-04	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0034968	histone lysine methylation	1.74e-04	1.74e-04	1	BRCA1,ATRX,MECOM,EZH2,KDM6A,SETD2
GO:0050805	negative regulation of synaptic transmission	1.63e-02	1.63e-02	1	BRAF,PTEN,LRRK2,NF1
GO:0035295	tube development	7.34e-04	7.34e-04	1	ATRX,SOX9,FOXA1,PDGFRA,RB1,EGFR,KDM6A,KIT,SETD2,NF1
GO:0007610	behavior	4.03e-02	4.03e-02	1	TP53,EGFR,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0044708	single-organism behavior	4.08e-02	4.08e-02	1	EGFR,KIT,BRAF,PTEN,LRRK2,NF1,MTOR
GO:0071214	cellular response to abiotic stimulus	1.85e-05	1.85e-05	1	MAP3K1,SOX9,TP53,PIK3R1,EGFR,TAF1,ATM,ATR,CHEK2
GO:0009314	response to radiation	4.80e-10	4.80e-10	1	BRCA1,SMC1A,BRCA2,TP53,PIK3R1,EGFR,TAF1,ATM,KIT,BRAF,ATR,CHEK2,NF1,MTOR
GO:0010212	response to ionizing radiation	1.08e-03	1.08e-03	1	BRCA1,BRCA2,TP53,ATM,ATR,CHEK2
GO:0010332	response to gamma radiation	1.24e-04	1.24e-04	1	BRCA2,TP53,ATM,ATR,CHEK2
GO:0009416	response to light stimulus	1.16e-06	1.16e-06	1	BRCA2,TP53,PIK3R1,EGFR,TAF1,KIT,BRAF,ATR,NF1,MTOR
GO:0009411	response to UV	4.90e-04	4.90e-04	1	BRCA2,TP53,PIK3R1,EGFR,TAF1,ATR
GO:0034644	cellular response to UV	2.08e-02	2.08e-02	1	TP53,PIK3R1,TAF1,ATR
GO:0071478	cellular response to radiation	2.68e-03	2.68e-03	1	TP53,PIK3R1,TAF1,ATM,ATR,CHEK2
GO:0071479	cellular response to ionizing radiation	1.34e-02	1.34e-02	1	TP53,ATM,ATR,CHEK2
GO:0071480	cellular response to gamma radiation	1.83e-02	1.83e-02	1	ATM,ATR,CHEK2
GO:0050890	cognition	2.95e-02	2.95e-02	1	EGFR,KIT,BRAF,PTEN,NF1,MTOR
GO:0007611	learning or memory	1.31e-02	1.31e-02	1	EGFR,KIT,BRAF,PTEN,NF1,MTOR
GO:0007632	visual behavior	6.44e-03	6.44e-03	1	KIT,BRAF,NF1,MTOR
GO:0008306	associative learning	2.34e-02	2.34e-02	1	KIT,BRAF,NF1,MTOR
GO:0008542	visual learning	4.20e-03	4.20e-03	1	KIT,BRAF,NF1,MTOR
REAC:5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	2.23e-02	2.23e-02	1	BRCA1,BRCA2,ATM
REAC:422475	Axon guidance	5.27e-04	5.27e-04	1	EPHA3,FGFR3,EPHB6,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1
REAC:210993	Tie2 Signaling	7.13e-03	7.13e-03	1	PIK3CA,PIK3R1,PTPN11
REAC:194138	Signaling by VEGF	4.76e-04	4.76e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1,MTOR
REAC:4420097	VEGFA-VEGFR2 Pathway	3.90e-04	3.90e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1,MTOR
REAC:1963642	PI3K events in ERBB2 signaling	4.92e-03	4.92e-03	1	PIK3CA,PIK3R1,EGFR
REAC:1483255	PI Metabolism	3.94e-02	3.94e-02	1	PIK3CG,PIK3CA,PIK3R1,PTEN
REAC:1660499	Synthesis of PIPs at the plasma membrane	7.26e-03	7.26e-03	1	PIK3CG,PIK3CA,PIK3R1,PTEN
REAC:5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	4.59e-02	4.59e-02	1	BRCA1,BRCA2,ATM
REAC:1640170	Cell Cycle	1.50e-03	1.50e-03	1	BRCA1,SMC1A,STAG2,SMC3,CDKN2C,BRCA2,RB1,TP53,ATM,ATR,CHEK2
REAC:1500620	Meiosis	4.21e-05	4.21e-05	1	BRCA1,SMC1A,STAG2,SMC3,BRCA2,ATM,ATR
REAC:1221632	Meiotic synapsis	1.83e-03	1.83e-03	1	BRCA1,SMC1A,STAG2,SMC3,ATR
REAC:881907	Gastrin-CREB signalling pathway via PKC and MAPK	3.31e-02	3.31e-02	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1
REAC:170984	ARMS-mediated activation	4.79e-02	4.79e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:166520	Signalling by NGF	1.32e-05	1.32e-05	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:187037	NGF signalling via TRKA from the plasma membrane	1.29e-06	1.29e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:198203	PI3K/AKT activation	5.53e-09	5.53e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:983705	Signaling by the B Cell Receptor (BCR)	4.37e-06	4.37e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:1168372	Downstream signaling events of B Cell Receptor (BCR)	3.44e-07	3.44e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:2172127	DAP12 interactions	7.56e-07	7.56e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:2424491	DAP12 signaling	5.20e-07	5.20e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:1280215	Cytokine Signaling in Immune system	1.59e-02	1.59e-02	1	FGFR3,PIK3CA,FLT3,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1
REAC:449147	Signaling by Interleukins	3.27e-04	3.27e-04	1	FGFR3,PIK3CA,FLT3,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1
REAC:512988	Interleukin-3, 5 and GM-CSF signaling	7.65e-05	7.65e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1
REAC:451927	Interleukin-2 signaling	7.03e-04	7.03e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1
REAC:912526	Interleukin receptor SHC signaling	5.74e-04	5.74e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1
REAC:170968	Frs2-mediated activation	4.89e-02	4.89e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:2454202	Fc epsilon receptor (FCERI) signaling	3.08e-07	3.08e-07	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:2871796	FCERI mediated MAPK activation	2.43e-02	2.43e-02	1	FGFR3,MAP3K1,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:2730905	Role of LAT2/NTAL/LAB on calcium mobilization	1.71e-07	1.71e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:74752	Signaling by Insulin receptor	2.70e-05	2.70e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:74751	Insulin receptor signalling cascade	1.30e-05	1.30e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	1.34e-05	1.34e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:2428924	IGF1R signaling cascade	1.30e-05	1.30e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:2428928	IRS-related events triggered by IGF1R	1.30e-05	1.30e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:112399	IRS-mediated signalling	1.14e-05	1.14e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:112412	SOS-mediated signalling	4.38e-02	4.38e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:109704	PI3K Cascade	1.83e-03	1.83e-03	1	FGFR3,PIK3CA,PIK3R1,PTPN11,MTOR
REAC:5683057	MAPK family signaling cascades	1.51e-02	1.51e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5684996	MAPK1/MAPK3 signaling	5.33e-03	5.33e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:187706	Signalling to p38 via RIT and RIN	4.79e-02	4.79e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:1433557	Signaling by SCF-KIT	2.80e-07	2.80e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:1236394	Signaling by ERBB4	3.30e-07	3.30e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:1250342	PI3K events in ERBB4 signaling	4.39e-09	4.39e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:1250347	SHC1 events in ERBB4 signaling	4.38e-02	4.38e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:2586552	Signaling by Leptin	5.61e-03	5.61e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:186797	Signaling by PDGF	9.62e-07	9.62e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:186763	Downstream signal transduction	4.58e-07	4.58e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:190236	Signaling by FGFR	1.02e-06	1.02e-06	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654741	Signaling by FGFR3	3.53e-07	3.53e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654732	Negative regulation of FGFR3 signaling	3.11e-02	3.11e-02	1	FGFR3,BRAF,PTPN11
REAC:5654708	Downstream signaling of activated FGFR3	3.09e-07	3.09e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654710	PI-3K cascade:FGFR3	4.39e-09	4.39e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:5654706	FRS-mediated FGFR3 signaling	4.67e-03	4.67e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654736	Signaling by FGFR1	4.02e-07	4.02e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654687	Downstream signaling of activated FGFR1	3.42e-07	3.42e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654689	PI-3K cascade:FGFR1	4.39e-09	4.39e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:5654693	FRS-mediated FGFR1 signaling	4.67e-03	4.67e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654738	Signaling by FGFR2	8.53e-07	8.53e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654696	Downstream signaling of activated FGFR2	3.09e-07	3.09e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654695	PI-3K cascade:FGFR2	4.39e-09	4.39e-09	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:5654700	FRS-mediated FGFR2 signaling	4.67e-03	4.67e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654743	Signaling by FGFR4	3.42e-07	3.42e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654716	Downstream signaling of activated FGFR4	3.09e-07	3.09e-07	1	FGFR3,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
