GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0001704	formation of primary germ layer	9.24e-10	9.24e-10	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,SNAI1,BMP4,COL5A1,COL4A2,COL6A1,COL8A1,CRB2,HMGA2,ITGB1,FZD7,MMP14,ITGA5,ITGA2,SIX2,SOX7,COL5A2
GO:0001706	endoderm formation	4.04e-07	4.04e-07	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,SOX7,COL5A2
GO:0035987	endodermal cell differentiation	1.89e-06	1.89e-06	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,COL5A2
GO:0040013	negative regulation of locomotion	6.91e-04	6.91e-04	1	DCN,FBLN1,CHRD,SFRP1,SERPINE1,CXCL12,SEMA5A,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,DLC1,GREM1,COL3A1,MCC,PODN,NOG,ROBO2,APOD
GO:0051271	negative regulation of cellular component movement	1.64e-04	1.64e-04	1	DCN,ACTN1,FBLN1,CHRD,SFRP1,SERPINE1,CXCL12,SEMA5A,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,DLC1,GREM1,COL3A1,MCC,PODN,NOG,APOD
GO:2000146	negative regulation of cell motility	9.93e-04	9.93e-04	1	DCN,FBLN1,CHRD,SFRP1,SERPINE1,CXCL12,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,DLC1,GREM1,COL3A1,MCC,PODN,NOG,APOD
GO:0030336	negative regulation of cell migration	1.18e-03	1.18e-03	1	DCN,CHRD,SFRP1,SERPINE1,CXCL12,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,DLC1,GREM1,COL3A1,MCC,PODN,NOG,APOD
GO:1901654	response to ketone	1.67e-02	1.67e-02	1	SFRP1,CAV1,TNFSF4,TGFB3,PTGER2,POSTN,CCL21,THBS1,SLIT2,SLIT3,GNG2,AQP1
GO:0060326	cell chemotaxis	2.82e-03	2.82e-03	1	HGF,BCAR1,SERPINE1,RARRES2,CXCL12,SEMA5A,FGF1,PDGFRB,PGF,NR4A1,EDN2,KDR,PDGFRA,CCL21,THBS1,CH25H,EPHA2,SLIT2,CXCL14,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,CYP7B1,EGR3,LPAR1,CCL14
GO:0010469	regulation of receptor activity	1.97e-02	1.97e-02	1	CACNG4,JPH4,CAV1,SERPINE1,PDE4D,ERRFI1,PKD2,PLAU,DLG4,APP,JPH2,ADRA2A,HEYL,GREM1,NLGN2,SOCS5,DAPK1
GO:0071772	response to BMP	3.21e-06	3.21e-06	1	FSTL3,CHRD,ZNF423,SFRP1,DLX5,SFRP4,TGFB3,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,ADAMTS7,CYR61,CRB2,ADAMTS12,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,HTRA3,SOX11,NOG
GO:0071559	response to transforming growth factor beta	4.58e-03	4.58e-03	1	DKK3,FERMT2,BAMBI,SFRP1,CAV1,ASPN,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,TGFB1I1,DAB2,SKI,TGFBR2,CLEC3B,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,PDE2A,ADAMTSL2
GO:0071560	cellular response to transforming growth factor beta stimulus	3.64e-03	3.64e-03	1	DKK3,FERMT2,BAMBI,SFRP1,CAV1,ASPN,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,TGFB1I1,DAB2,SKI,TGFBR2,CLEC3B,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,PDE2A,ADAMTSL2
GO:0071773	cellular response to BMP stimulus	3.21e-06	3.21e-06	1	FSTL3,CHRD,ZNF423,SFRP1,DLX5,SFRP4,TGFB3,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,ADAMTS7,CYR61,CRB2,ADAMTS12,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,HTRA3,SOX11,NOG
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	9.07e-09	9.07e-09	1	DKK3,FSTL3,FERMT2,CHRD,BAMBI,ZNF423,DLX5,CAV1,SFRP4,ASPN,LTBP2,TGFB3,SMAD9,ACVR2A,FMOD,INHBA,PMEPA1,RUNX2,BMP4,BMP2,GDF11,THBS1,TGFB1I1,CYR61,CRB2,BTBD11,DAB2,BMP6,SKI,NBL1,FSTL1,TGFBR2,COL1A2,FBN1,GREM1,COL3A1,HTRA3,SOX11,CDH5,NOG,CLDN5,ADAMTSL2
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2.43e-06	2.43e-06	1	DKK3,FSTL3,CHRD,BAMBI,ZNF423,CAV1,SFRP4,ASPN,TGFB3,ACVR2A,INHBA,PMEPA1,BMP4,BMP2,GDF11,THBS1,TGFB1I1,CYR61,CRB2,DAB2,BMP6,SKI,NBL1,TGFBR2,FBN1,GREM1,HTRA3,SOX11,NOG,ADAMTSL2
GO:0007179	transforming growth factor beta receptor signaling pathway	9.93e-03	9.93e-03	1	DKK3,FERMT2,BAMBI,CAV1,ASPN,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,TGFB1I1,DAB2,SKI,TGFBR2,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,ADAMTSL2
GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1.86e-02	1.86e-02	1	FSTL3,CHRD,BAMBI,CAV1,ASPN,PMEPA1,TGFB1I1,SKI,NBL1,TGFBR2,FBN1,GREM1,HTRA3,NOG,ADAMTSL2
GO:0030509	BMP signaling pathway	1.53e-04	1.53e-04	1	FSTL3,CHRD,ZNF423,DLX5,SFRP4,TGFB3,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,CYR61,CRB2,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,HTRA3,SOX11,NOG
GO:0090287	regulation of cellular response to growth factor stimulus	1.76e-08	1.76e-08	1	DCN,DKK3,GPC1,NEDD4,FSTL3,CHRD,BAMBI,ZNF423,CAV1,SFRP4,ASPN,FGF1,PMEPA1,BMP4,AGT,THBS1,TGFB1I1,CYR61,SLIT2,CASK,CRB2,ADAMTS12,DAB2,SKI,NBL1,ITGA5,TGFBR2,FBN1,GREM1,HTRA3,SOX11,NOG,SULF2,ADAMTSL2
GO:0030510	regulation of BMP signaling pathway	6.38e-04	6.38e-04	1	FSTL3,CHRD,ZNF423,SFRP4,BMP4,CYR61,CRB2,SKI,NBL1,FBN1,GREM1,HTRA3,SOX11,NOG
GO:0090288	negative regulation of cellular response to growth factor stimulus	7.32e-08	7.32e-08	1	DCN,GPC1,NEDD4,FSTL3,CHRD,BAMBI,CAV1,ASPN,PMEPA1,AGT,THBS1,TGFB1I1,SLIT2,CASK,ADAMTS12,SKI,NBL1,TGFBR2,FBN1,GREM1,HTRA3,NOG,SULF2,ADAMTSL2
GO:0044236	multicellular organism metabolic process	7.39e-19	7.39e-19	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,MMP2,MMP11,COL1A1,COL12A1,GHR,COL7A1,TGFB3,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,CREB3L1,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0044243	multicellular organismal catabolic process	6.27e-16	6.27e-16	1	MRC2,COL11A1,FAP,COL5A3,MMP2,MMP11,COL1A1,COL12A1,COL7A1,COL10A1,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,COL3A1,COL8A2,COL4A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0044259	multicellular organismal macromolecule metabolic process	2.40e-19	2.40e-19	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,MMP2,MMP11,COL1A1,COL12A1,COL7A1,TGFB3,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,CREB3L1,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0032963	collagen metabolic process	3.36e-20	3.36e-20	1	MRC2,COL11A1,TRAM2,FAP,COL5A3,MMP2,MMP11,COL1A1,COL12A1,COL7A1,TGFB3,COL10A1,BMP4,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,CREB3L1,COL6A3,COL1A2,MFAP4,TNXB,COL3A1,COL8A2,F2R,COL4A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0030574	collagen catabolic process	4.01e-17	4.01e-17	1	MRC2,COL11A1,FAP,COL5A3,MMP2,MMP11,COL1A1,COL12A1,COL7A1,COL10A1,COL5A1,COL4A2,COL6A1,COL6A2,CTSK,COL8A1,ITGB1,MMP14,COL6A3,COL1A2,COL3A1,COL8A2,COL4A1,COL4A5,COL4A6,COL5A2,COL15A1,COL6A6
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	1.03e-02	1.03e-02	1	FYN,DCN,IGF1,HGF,FGFR3,NEDD4,UNC5B,FGF1,PDGFRB,TEK,TWIST1,KDR,PDGFRA,AGT,FGF7,NTRK2,KIT,IRS1,PDGFD,SELP,F2R
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	6.41e-05	6.41e-05	1	DCN,IGF1,HGF,NEDD4,UNC5B,PDGFRB,TEK,KDR,PDGFRA,AGT,NTRK2,KIT,PDGFD,SELP,F2R
GO:0061448	connective tissue development	3.68e-06	3.68e-06	1	SNAI2,FGFR3,PTHLH,ACTA2,NKX3-2,MGP,PDGFRB,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ARID5B,ADAMTS12,RUNX1,GREM1,BMP1,CD34,SH3PXD2B,SULF2
GO:0001501	skeletal system development	1.97e-21	1.97e-21	1	CYP26B1,IGF1,SNAI2,VCAN,FGFR3,EVC,GLI2,PTHLH,CHRD,PCSK5,PLS3,COMP,DLX5,HOXA1,SFRP4,AEBP1,COL1A1,NKX3-2,MGP,COL12A1,FOXP1,EFEMP1,TWIST1,COL10A1,SOX4,RUNX2,BMP4,BMP2,LRRC17,MATN3,POSTN,LOXL2,WNT2B,PDGFRA,GDF11,ADAMTS7,CDH11,IGFBP4,HMGA2,ADAMTS12,BMP6,KIT,SKI,EXTL1,ADAMTS4,RUNX1,TGFBR2,COL1A2,FBN1,GREM1,IGF2,BMP1,AKAP13,SH3PXD2B,SOX11,EXT1,TMEM119,NOG,SULF2,PAPSS2
GO:0048705	skeletal system morphogenesis	2.25e-03	2.25e-03	1	CYP26B1,FGFR3,DLX5,HOXA1,SFRP4,MGP,TWIST1,BMP4,PDGFRA,SKI,TGFBR2,GREM1,BMP1,SOX11,NOG
GO:0051216	cartilage development	1.97e-04	1.97e-04	1	SNAI2,FGFR3,PTHLH,NKX3-2,MGP,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,BMP1,SULF2
GO:0061035	regulation of cartilage development	4.60e-04	4.60e-04	1	SNAI2,PTHLH,NKX3-2,EFEMP1,BMP4,BMP2,LOXL2,ADAMTS7,ADAMTS12,GREM1,BMP1
GO:0060348	bone development	1.99e-06	1.99e-06	1	CYP26B1,IGF1,FGFR3,PLS3,DLX5,SFRP4,FOXP1,TWIST1,BMP4,BMP2,LRRC17,KIT,SKI,FBN1,GREM1,AKAP13,SH3PXD2B,TMEM119,SULF2
GO:0002062	chondrocyte differentiation	7.70e-06	7.70e-06	1	SNAI2,FGFR3,PTHLH,NKX3-2,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,SULF2
GO:0032330	regulation of chondrocyte differentiation	3.48e-02	3.48e-02	1	SNAI2,PTHLH,NKX3-2,EFEMP1,LOXL2,ADAMTS7,ADAMTS12,GREM1
GO:0061037	negative regulation of cartilage development	3.55e-03	3.55e-03	1	SNAI2,PTHLH,NKX3-2,EFEMP1,ADAMTS7,ADAMTS12,GREM1
GO:0032331	negative regulation of chondrocyte differentiation	1.72e-03	1.72e-03	1	SNAI2,PTHLH,NKX3-2,EFEMP1,ADAMTS7,ADAMTS12,GREM1
GO:0003002	regionalization	1.57e-02	1.57e-02	1	CYP26B1,GLI2,CHRD,PCSK5,SFRP1,MDFI,BMP4,BMP2,SMO,WNT2B,LRP4,NKD1,CRB2,SKI,NBL1,GREM1,SIX2,BASP1,NOG
GO:0048568	embryonic organ development	3.86e-03	3.86e-03	1	GLI2,PCSK5,FOXF1,HOXA1,RARRES2,GLI3,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,KDR,SMO,NES,PDGFRA,CRB2,KIT,TGFBR2,HEY1,FBN1,SIX2,SOX11,NOG,ALDH1A3
GO:0048566	embryonic digestive tract development	7.59e-04	7.59e-04	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,PDGFRA,SIX2,SOX11
GO:0009792	embryo development ending in birth or egg hatching	4.68e-05	4.68e-05	1	IGF1,GLI2,CHRD,PCSK5,FOXF1,HOXA1,RARRES2,COL1A1,PKD2,TGFB3,TWIST1,SOX4,BMP4,BMP2,ALDH1A2,PDGFRA,PRICKLE1,NKD1,CRB2,SKI,TGFBR2,HEY1,DLC1,DACT1,SOX11,NOG,SULF2
GO:0043009	chordate embryonic development	4.68e-05	4.68e-05	1	IGF1,GLI2,CHRD,PCSK5,FOXF1,HOXA1,RARRES2,COL1A1,PKD2,TGFB3,TWIST1,SOX4,BMP4,BMP2,ALDH1A2,PDGFRA,PRICKLE1,NKD1,CRB2,SKI,TGFBR2,HEY1,DLC1,DACT1,SOX11,NOG,SULF2
GO:0060541	respiratory system development	4.86e-02	4.86e-02	1	GLI2,FOXF1,GLI3,ERRFI1,TCF21,TGFB3,BMP4,FGF7,SKI,PDPN,BASP1,SOX11
GO:0055123	digestive system development	1.64e-02	1.64e-02	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,SMO,BARX1,PDGFRA,KIT,DACT1,SIX2,SOX11
GO:0061564	axon development	2.95e-04	2.95e-04	1	FYN,EPHA3,GPC1,NGFR,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,SEMA5A,RTN4,NRP2,TNFRSF8,PLCG1,KRAS,LRP4,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,THY1,SPON2,NTNG1,ISLR2,CDK5R1,SLIT3,ROBO2,APOD,PDLIM7,DOK6,TUBB3
GO:0048667	cell morphogenesis involved in neuron differentiation	3.67e-04	3.67e-04	1	FYN,GPC1,NGFR,NEDD4,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,SEMA5A,RTN4,NRP2,TNFRSF8,PLCG1,DLG4,KRAS,LRP4,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,FARP1,PTPRD,THY1,SPON2,NTNG1,ISLR2,SDC2,CDK5R1,SLIT3,ROBO2,PDLIM7,DOK6,TUBB3
GO:0007409	axonogenesis	6.80e-04	6.80e-04	1	FYN,GPC1,NGFR,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,SEMA5A,RTN4,NRP2,TNFRSF8,PLCG1,KRAS,LRP4,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,THY1,SPON2,NTNG1,ISLR2,CDK5R1,SLIT3,ROBO2,PDLIM7,DOK6,TUBB3
GO:0097485	neuron projection guidance	2.75e-03	2.75e-03	1	FYN,GPC1,NGFR,GLI2,SEMA3C,SEMA6A,CXCL12,SEMA5A,NRP2,TNFRSF8,PLCG1,KRAS,APP,SLIT2,FEZ1,GFRA1,SPON2,CDK5R1,SLIT3,ROBO2,PDLIM7,DOK6,TUBB3
GO:0007411	axon guidance	2.75e-03	2.75e-03	1	FYN,GPC1,NGFR,GLI2,SEMA3C,SEMA6A,CXCL12,SEMA5A,NRP2,TNFRSF8,PLCG1,KRAS,APP,SLIT2,FEZ1,GFRA1,SPON2,CDK5R1,SLIT3,ROBO2,PDLIM7,DOK6,TUBB3
GO:0048729	tissue morphogenesis	7.30e-10	7.30e-10	1	SNAI2,HGF,GLI2,FOXF1,ACTA2,FGF1,FOXP1,TCF21,PKD2,SNAI1,SOX4,BMP4,BMP2,LIF,KRT17,PODXL,SMO,COL5A1,AGT,PRICKLE1,TPM1,NKD1,EPHA2,CYR61,RHOB,PHLDB2,SLIT2,SFRP2,CRB2,HMGA2,ITGB1,ADAMTS12,DAB2,FZD7,FZD1,SKI,ITGA5,ACTG2,TGFBR2,PRICKLE2,HEYL,ITGA2,HEY1,DLC1,DACT1,DCHS1,NPNT,ROR2,ZFPM2,SIX2,S1PR1,SOX11,FZD2,NOG,COL4A1
GO:0002009	morphogenesis of an epithelium	1.10e-05	1.10e-05	1	HGF,GLI2,FOXF1,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,KRT17,PODXL,SMO,COL5A1,AGT,PRICKLE1,NKD1,EPHA2,CYR61,RHOB,PHLDB2,SLIT2,SFRP2,ADAMTS12,DAB2,FZD7,FZD1,SKI,ITGA5,TGFBR2,PRICKLE2,DLC1,DACT1,NPNT,ROR2,SIX2,SOX11,FZD2,NOG,COL4A1
GO:1905330	regulation of morphogenesis of an epithelium	3.66e-02	3.66e-02	1	HGF,FGF1,FOXP1,BMP4,LIF,SMO,AGT,PRICKLE1,NKD1,PHLDB2,ADAMTS12,DAB2,FZD7,FZD1,PRICKLE2,DACT1,ROR2,SIX2,FZD2,NOG
GO:0001763	morphogenesis of a branching structure	1.99e-06	1.99e-06	1	HGF,GLI2,FOXF1,FGF1,RTN4,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0061138	morphogenesis of a branching epithelium	2.63e-06	2.63e-06	1	HGF,GLI2,FOXF1,FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0035295	tube development	3.21e-09	3.21e-09	1	GLI2,CHRD,PCSK5,FOXF1,HOXA1,RARRES2,GLI3,FGF1,FOXP1,ERRFI1,TCF21,PKD2,TGFB3,SOX4,BMP4,BMP2,LIF,PODXL,SMO,ALDH1A2,PDGFRA,AGT,PRICKLE1,FGF7,EPHA2,RHOB,SLIT2,SFRP2,ADAMTS12,KIT,SKI,PDPN,TGFBR2,DLC1,DACT1,NPNT,SIX2,BASP1,SOX11,NOG,ROBO2,COL4A1
GO:0001655	urogenital system development	3.73e-08	3.73e-08	1	GLI2,PCSK5,FOXF1,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,TEK,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,COL4A1,MME,SULF2
GO:0035239	tube morphogenesis	1.88e-05	1.88e-05	1	GLI2,FOXF1,HOXA1,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,PODXL,SMO,PDGFRA,AGT,PRICKLE1,EPHA2,RHOB,SLIT2,SFRP2,ADAMTS12,SKI,TGFBR2,DLC1,DACT1,NPNT,SIX2,SOX11,NOG,COL4A1
GO:0060562	epithelial tube morphogenesis	1.07e-04	1.07e-04	1	GLI2,FOXF1,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,PODXL,SMO,AGT,PRICKLE1,EPHA2,RHOB,SLIT2,SFRP2,ADAMTS12,SKI,TGFBR2,DLC1,NPNT,SIX2,SOX11,NOG,COL4A1
GO:0048754	branching morphogenesis of an epithelial tube	8.43e-06	8.43e-06	1	GLI2,FOXF1,FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0072001	renal system development	7.53e-09	7.53e-09	1	GLI2,PCSK5,FOXF1,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,TEK,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,COL4A1,MME,SULF2
GO:0061437	renal system vasculature development	2.88e-05	2.88e-05	1	ACTA2,PDGFRB,TCF21,PKD2,TEK,BMP4,PDGFRA,ANGPT1,CD34
GO:0061438	renal system vasculature morphogenesis	9.76e-04	9.76e-04	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0060485	mesenchyme development	8.22e-12	8.22e-12	1	PHLDB1,SNAI2,HGF,EPHA3,BAMBI,FOXF1,SFRP1,ACTA2,COL1A1,TCF21,PKD2,TGFB3,TWIST1,SNAI1,BMP4,BMP2,SMO,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,ACTG2,TGFBR2,HEYL,HAND2,HEY1,DCHS1,GREM1,SIX2,HAS2,BASP1,SOX11,NOG
GO:0072132	mesenchyme morphogenesis	3.98e-02	3.98e-02	1	SNAI2,ACTA2,BMP2,ACTG2,TGFBR2,HEYL,HEY1,DCHS1,NOG
GO:0007507	heart development	8.80e-10	8.80e-10	1	IGF1,SNAI2,GLI2,PCSK5,FOXF1,CPE,PDGFRB,PKD2,TEK,TWIST1,SNAI1,SOX4,BMP4,BMP2,SMO,MYH11,APLNR,PDGFRA,PRICKLE1,TPM1,SFRP2,CACNA1C,GJA1,FZD7,NEXN,TGFBR2,HEYL,HAND2,HEY1,DLC1,FBN1,DCHS1,GREM1,COL3A1,ZFPM2,SGCD,AKAP13,HAS2,S1PR1,SH3PXD2B,BASP1,SOX11,NOG,CLDN5,FLRT2
GO:0003197	endocardial cushion development	2.12e-02	2.12e-02	1	SNAI2,FOXF1,BMP4,BMP2,TGFBR2,HEYL,HEY1,DCHS1,NOG
GO:0001568	blood vessel development	5.35e-21	5.35e-21	1	DCN,FLT4,NGFR,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,SEMA5A,LOX,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,PGF,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,VEGFC,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,EMCN,HEY1,COL1A2,JAM3,GREM1,HAS2,S1PR1,SCG2,EGFL7,CD34,SPHK1,EGR3,FOXS1,NOG,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0001822	kidney development	3.54e-08	3.54e-08	1	GLI2,PCSK5,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,TEK,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,MME,SULF2
GO:0061440	kidney vasculature development	2.88e-05	2.88e-05	1	ACTA2,PDGFRB,TCF21,PKD2,TEK,BMP4,PDGFRA,ANGPT1,CD34
GO:0061439	kidney vasculature morphogenesis	9.76e-04	9.76e-04	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0001656	metanephros development	4.09e-02	4.09e-02	1	PDGFRB,TCF21,PKD2,BMP4,LIF,SMO,PDGFRA,SIX2,CD34,BASP1,ROBO2
GO:0001823	mesonephros development	1.17e-03	1.17e-03	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0072073	kidney epithelium development	7.47e-04	7.47e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,AGT,SLIT2,NPNT,SIX2,CD34,BASP1,NOG,ROBO2
GO:0072163	mesonephric epithelium development	3.59e-04	3.59e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0072164	mesonephric tubule development	3.59e-04	3.59e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0001657	ureteric bud development	2.61e-04	2.61e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0072006	nephron development	1.38e-05	1.38e-05	1	ACTA2,FGF1,PDGFRB,TCF21,PKD2,TEK,BMP4,BMP2,LIF,PODXL,SMO,PDGFRA,AGT,ANGPT1,NPNT,SIX2,CD34,BASP1,NOG,SULF2
GO:0072009	nephron epithelium development	6.74e-03	6.74e-03	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,AGT,NPNT,SIX2,CD34,BASP1,NOG
GO:0072210	metanephric nephron development	3.19e-03	3.19e-03	1	PDGFRB,TCF21,PKD2,BMP4,LIF,SMO,PDGFRA,SIX2,CD34
GO:0032835	glomerulus development	1.58e-03	1.58e-03	1	ACTA2,PDGFRB,TCF21,TEK,BMP4,PODXL,PDGFRA,ANGPT1,CD34,BASP1,NOG,SULF2
GO:0072012	glomerulus vasculature development	3.28e-04	3.28e-04	1	ACTA2,PDGFRB,TCF21,TEK,BMP4,PDGFRA,ANGPT1,CD34
GO:0061326	renal tubule development	1.33e-02	1.33e-02	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG,COL4A1
GO:0061333	renal tubule morphogenesis	1.19e-02	1.19e-02	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG,COL4A1
GO:0048514	blood vessel morphogenesis	3.09e-19	3.09e-19	1	DCN,FLT4,NGFR,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,SEMA5A,LOX,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,PGF,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,VEGFC,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,EMCN,HEY1,JAM3,GREM1,HAS2,SCG2,EGFL7,CD34,SPHK1,EGR3,NOG,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0072103	glomerulus vasculature morphogenesis	1.84e-02	1.84e-02	1	PDGFRB,TCF21,BMP4,PDGFRA
